multilinear,multilinear-log,multilinear-log-minmax,multilinear-log-robscal,multilinear-log-std,multilinear_6cat,multilinear_6cat-log,multilinear_6cat-log-minmax,multilinear_6cat-log-robscal,multilinear_6cat-log-std,multilinear_mul,multilinear_mul-log,multilinear_mul-log-minmax,multilinear_mul-log-robscal,multilinear_mul-log-std,multilinear_6cat_mul,multilinear_6cat_mul-log,multilinear_6cat_mul-log-minamx,multilinear_6cat_mul-log-robscal,multilinear_6cat_mul-log-std,multilinear_mul_vif,multilinear_mul_vif-log,multilinear_mul_vif-log-minmax,multilinear_mul_vif-log-robscal,multilinear_mul_vif-log-std,multilinear_6_cat_mul_vif,multilinear_6_cat_mul_vif-log,multi-log-minmax,multilinear_6_cat_mul_vif-log-robscal,multilinear_6_cat_mul_vif-log-std,multilinear_noout,multilinear_noout-log,multilinear_noout-log-minmax,multilinear_noout-log-robscal,multilinear_noout-log-std,multilinear_6cat_noout,multilinear_6cat_noout-log,multilinear_6cat_noout-log-minamax,multilinear_6cat_noout-log-robscal,multilinear_6cat_noout-log-std,multilinear_mul_noout,multilinear_mul_noout-log,multilinear_mul_noout-log-minmax,multilinear_mul_noout-log-robscal,multilinear_mul_noout-log-std,multilinear_6cat_mul_noout,multilinear_6cat_mul_noout-log,multilinear_6cat_mul_noout-log-minmax,multilinear_6cat_mul_noout-log-robscal,multilinear_6cat_mul_noout-log-std,multilinear_mul_noout_vif,multilinear_mul_noout_vif-log,multilinear_out_mul_vif-log-minmax,multilinear_out_mul_vif-log-robscal,multilinear_noout_mul_vif-log-std,multilinear_6cat_noout_mul_vif,multilinear_6cat_noout_mul_vif-log,multilinear_6cat_noout_mul_vif-log-minmax,multilinear_6cat_noout_mul_vif-log-robscal,multilinear_6cat_noout_mul_vif-log-std
0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011,0.08028864739013011
0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089,0.16449325082864089
0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845,0.38331984421483845
0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193,0.18415658813018193
-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154,-0.12470669400890154
0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172,0.19483998623172
-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604,-0.40791388477357604
-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801,-0.3806859149435801
-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454,-0.2978105907542454
-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002,-0.289901343968002
0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338,0.02644175495496338
-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946
-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773
0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454
-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014
0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415
